kategori,sumber,nama,detail,alamat,kecamatan,kabupaten,lat,lon
madrasah,madrasah,MI Swasta,MI DARUSSALAMAH 02,,,,-8.09626999966,113.43359
madrasah,madrasah,MI Swasta,MI Darus sa`adah,,,,-8.03204999961,112.18312
madrasah,madrasah,MI Swasta,MI,,,,-7.54719999958,112.1681
madrasah,madrasah,MI Swasta,MI DARUL ULUM 2,,,,-8.41958000022,114.33741
madrasah,madrasah,MTs Swasta,MTS miftahul amin gudang,,,,-7.0988300001,113.46457
madrasah,madrasah,MA Swasta,MA AL ASHAR,,,,-7.09893000022,113.46443
madrasah,madrasah,MA Swasta,MA mambaul ulum Bata bata 1 putri,,,,-7.09946000038,113.46946
madrasah,madrasah,MI Negeri,MIN Kepuhrejo.,,,,-7.67109999986,111.47105
madrasah,madrasah,MI Swasta,YAYASAN MI RAUDATUL ULUM,,,,-7.74477000044,113.47683
madrasah,madrasah,MI Swasta,Madrasah Mambaul Ulum,,,,-6.89863000027,113.07427
madrasah,madrasah,MI Swasta,Madrasah Ibtidaiyah Fadllatul Ulum,,,,-6.89596000035,113.0782
madrasah,madrasah,MTs Swasta,mts mambaul ulum pamolaan,,,,-7.17419999993,113.34619
madrasah,madrasah,MTs Swasta,madrasah tsanawiyah hidayatul mubtadiin,,,,-7.63429999984,112.7947
madrasah,madrasah,MI Swasta,MI SENDEN,,,,-8.18734000044,111.67615
madrasah,madrasah,MTs Swasta,pondok pesantren,,,,-7.42755999969,112.1776
madrasah,madrasah,MTs Swasta,Pondok pesantren Miftahul jannah,,,,-7.8427800002,113.43616
madrasah,madrasah,MI Swasta,MI SUNAN KALI JOGO,,,,-7.03984000022,112.47407
madrasah,madrasah,MI Swasta,infrastruktur,,,,-8.1456099997,111.97352
madrasah,madrasah,MI Swasta,MI MIFTAHUL AMIN,,,,-7.00671000037,113.50215
madrasah,madrasah,MI Swasta,MI Miftahul jannah,,,,-7.84204000025,113.43627
madrasah,madrasah,MTs Swasta,MTs. YPPMI,,,,-6.8581299996,115.28472
madrasah,madrasah,MA Swasta,ponpes sunan kali jaga,,,,-7.61607999959,111.38002
madrasah,madrasah,MI Swasta,TPA,,,,-6.80145999968,111.83278
madrasah,madrasah,MI Swasta,mi Miftakhul Ulum,,,,-7.14398000028,112.47052
madrasah,madrasah,MI Swasta,mi bahrul ulum,,,,-8.09724000033,113.04334
madrasah,madrasah,MI Swasta,sekolahan,,,,-7.60168999969,112.21742
madrasah,madrasah,MTs Negeri,MTs Negeri Sidorejo di Tiron,,,,-7.59098000043,111.54384
madrasah,madrasah,MTs Swasta,MTS SALAFIYAH,,,,-7.59499000009,112.78248
madrasah,madrasah,MA Swasta,sekolahan,,,,-7.60203999965,112.21677
madrasah,madrasah,MI Negeri,MIN 5 NGANJUK,,,,-7.57169999985,112.06272
madrasah,madrasah,MI Swasta,MI AL-IHSAN Terpadu,,,,-7.43566000001,112.54266
madrasah,madrasah,MI Swasta,mi arussalam,,,,-8.01081999994,111.97934
madrasah,madrasah,MI Swasta,MI Al Huda,,,,-8.12536999983,111.73025
madrasah,madrasah,MI Swasta,MI Al Huda,,,,-8.12542000033,111.72958
madrasah,madrasah,MI Swasta,MI,,,,-7.24796999972,111.77066
madrasah,madrasah,MI Swasta,MI AL AZHAR,,,,-7.68222999961,112.02075
madrasah,madrasah,MI Swasta,MI Guppi AL Muslimun Gemaharjo,,,,-8.24674999991,111.71361
madrasah,madrasah,MI Swasta,madrasah mitnurul ulum,,,,-6.98268000018,112.96288
madrasah,madrasah,MTs Negeri,sekolahan,,,,-7.6019999996,112.21666
madrasah,madrasah,MTs Negeri,MTSN 4 Nganjuk,,,,-7.57050999984,112.06389
madrasah,madrasah,MTs Swasta,MTs MA`ARIF NAHDLATUL ULAMA,,,,-7.13932000032,112.16372
madrasah,madrasah,MTs Swasta,MTs Roudlotul muslimin,,,,-7.68185999964,112.01862
madrasah,madrasah,MA Swasta,MA AL FALAH,,,,-8.12046999959,111.6917
madrasah,madrasah,MA Swasta,MA Al - HIDAYAH,,,,-7.57073000009,112.06342
madrasah,madrasah,MA Swasta,M.A shirotul fuqoha`,,,,-8.17296999967,112.66159
madrasah,madrasah,MA Swasta,"MA MA"" ARIF NAHDLATUL ULAMA",,,,-7.13932000032,112.16372
madrasah,madrasah,MI Swasta,MI AL- IKHLAS SUMBER NAFIK,,,,-7.0083899996,113.49179
madrasah,madrasah,MI Swasta,MI SAQA,,,,-7.76848999981,113.42881
madrasah,madrasah,MI Swasta,miftakul ulum kd bahak,,,,-7.57255999994,112.75416
madrasah,madrasah,MI Swasta,MI BABUS SALAM,,,,-7.01074000005,113.50015
madrasah,madrasah,MI Swasta,MIMA NU ALMUTTAQIN,,,,-7.07605999957,112.31402
madrasah,madrasah,MTs Swasta,Mts. Raudlatus Sholihin,,,,-7.76713000005,113.42831
madrasah,madrasah,MA Swasta,MA SAQA,,,,-7.76711999959,113.42838
madrasah,madrasah,MI Swasta,madrasah ibtidaiyah,,,,-8.06040000026,112.01265
madrasah,madrasah,MI Swasta,infrastruktur,,,,-7.74656000024,112.66664
madrasah,madrasah,MI Swasta,MI Al-Khoir,,,,-7.12814000006,113.39385
madrasah,madrasah,MI Swasta,M I,,,,-7.73443000024,112.75054
madrasah,madrasah,MI Swasta,MADIN HIdayatul Mubtadi`in,,,,-7.72286999955,113.08768
madrasah,madrasah,MTs Negeri,Mts Negeri,,,,-7.22411999974,112.09009
madrasah,madrasah,MTs Swasta,MTs Kyai Mas,,,,-7.7901300004,113.98253
madrasah,madrasah,MTs Swasta,MTS Salahudin,,,,-7.46392999967,112.34485
madrasah,madrasah,MI Swasta,MI KHULASIYAH,,,,-8.12189999988,113.3683
madrasah,madrasah,MI Swasta,MI ZAINUL ALIYAH,,,,-7.89844999987,113.32073
madrasah,madrasah,MI Swasta,MI Al Hidayah,,,,-8.01005000041,112.6873
madrasah,madrasah,MI Swasta,MI AL BAIHAKI,,,,-7.14205999987,113.36751
madrasah,madrasah,MTs Swasta,Madrasah tsanawiyah ar roihan,,,,-7.83028999978,112.69053
madrasah,madrasah,MI Swasta,MIM DUKUH,,,,-8.25023000031,111.68547
madrasah,madrasah,MI Swasta,MI RAHMATAN LIL ALAMIN,,,,-8.09956000029,113.68842
madrasah,madrasah,MI Swasta,Madrasah ibtidaiyah,,,,-7.90466000026,113.41257
madrasah,madrasah,MI Swasta,MI MIFTAHUL ULUM,,,,-7.89327000021,113.32381
madrasah,madrasah,MTs Swasta,MTS,,,,-7.90507000028,113.41258
madrasah,madrasah,MTs Swasta,MTS NAHDLATUT THALIBIN,,,,-7.8933500003,113.32354
madrasah,madrasah,MA Swasta,Madrasah Aliyah,,,,-7.90507000028,113.41249
madrasah,madrasah,MA Swasta,MADRASAH ALIYAH ANNURIYYAH,,,,-8.20017000035,113.62399
madrasah,madrasah,MA Swasta,PONPES  IHYA.USSUNNA,,,,-7.85337999979,112.81748
madrasah,madrasah,MI Swasta,INSFASTRUKTUR 1,,,,-8.08144000016,111.72503
madrasah,madrasah,MI Swasta,MI AL FATAH,,,,-7.70030999971,112.20522
madrasah,madrasah,MTs Swasta,RA MI MTS MIFTAHUL HUDA,,,,-8.24017000045,112.65247
madrasah,madrasah,MTs Swasta,mts al mujahidin,,,,-7.93965000045,111.94245
madrasah,madrasah,MA Swasta,MA. Tarbiyatun - Nasyiin 1,,,,-7.12067999958,113.53824
madrasah,madrasah,MI Swasta,MI RAUDLATUL JANNAH,,,,-7.89159000008,113.31843
madrasah,madrasah,MI Swasta,MI MIFTAHUL ULUM,,,,-7.04998999974,113.72889
madrasah,madrasah,MTs Swasta,MTs Miftahul Ulum,,,,-7.04996000015,113.72885
madrasah,madrasah,MTs Swasta,madrosah miftahul ulum,,,,-7.84629000018,112.8213
madrasah,madrasah,MTs Swasta,Madrasah,,,,-7.97654000012,113.95605
madrasah,madrasah,MA Swasta,MAS As-Syafi`iyah,,,,-7.11681000008,112.04817
madrasah,madrasah,MTs Swasta,MTs Nurul Jannah,,,,-7.91932999958,113.3829
madrasah,madrasah,MA Swasta,MA Nurul Jannah,,,,-7.91934000004,113.3829
madrasah,madrasah,MI Swasta,BAITUL MUQORROBIN,,,,-7.39095000034,112.71789
madrasah,madrasah,MTs Swasta,mts,,,,-7.55238000014,112.29949
madrasah,madrasah,MTs Swasta,MTS NURUL HUDA,,,,-7.65900999991,112.89117
madrasah,madrasah,MI Swasta,SD MI AI FATTAH,,,,-7.94602000012,112.63678
madrasah,madrasah,MI Swasta,infranstruktur 02,,,,-7.71711000013,112.7457
madrasah,madrasah,MI Swasta,sekolah,,,,-5.82739000045,112.60056
madrasah,madrasah,MI Swasta,MI,,,,-7.19734000044,111.8907
madrasah,madrasah,MI Swasta,MI Zainul Hasan,,,,-7.00047999995,115.43856
madrasah,madrasah,MI Swasta,Madrasah Royadlotul Uqul,,,,-7.72218999967,113.09552
madrasah,madrasah,MTs Swasta,sekolah`,,,,-5.82744999962,112.60076
madrasah,madrasah,MTs Swasta,MTS,,,,-7.69182000029,112.26819
madrasah,madrasah,MTs Swasta,YAYASAN PONPES BABUSSALAM,,,,-8.11879000036,111.27132
madrasah,madrasah,MA Swasta,sekolah,,,,-5.8273500004,112.60085
madrasah,madrasah,MI Swasta,MI MASHLAHIYAH,,,,-7.73055000028,112.22273
madrasah,madrasah,MI Swasta,Mi Nurul Huda,,,,-7.47336999973,112.43114
madrasah,madrasah,MI Swasta,madrasah diniyah,,,,-7.95443999991,113.94352
madrasah,madrasah,MI Swasta,MI.  Miftahul Huda Dahanrejo,,,,-7.16297999963,112.58965
madrasah,madrasah,MI Swasta,MI DARUL HUDA PLOSO,,,,-7.2662599996,112.4626
madrasah,madrasah,MI Swasta,MI DARUL HUDA,,,,-7.5786999998,112.0488
madrasah,madrasah,MTs Swasta,MTS MASHLAHIYAH,,,,-7.73069000044,112.2227
madrasah,madrasah,MTs Swasta,MTs. DARUL HASAN,,,,-8.21918999972,113.81381
madrasah,madrasah,MA Negeri,MAN 4 KEDIRI,,,,-7.7303900001,112.22183
madrasah,madrasah,MI Swasta,MI,,,,-7.4269599999,112.60434
madrasah,madrasah,MI Swasta,MI DAYA MUDA AL ISLAM,,,,-7.65287000005,112.01606
madrasah,madrasah,MI Swasta,Madrasah,,,,-7.86632999983,113.95662
madrasah,madrasah,MTs Swasta,MTs. Al-Fajar Kapas,,,,-7.19611000038,111.93095
madrasah,madrasah,MI Swasta,MIM Karanganyar,,,,-8.22971999968,111.14739
madrasah,madrasah,MI Swasta,Mi Miftahul Ulum Serut 01,,,,-8.14991999971,113.6367
madrasah,madrasah,MI Swasta,MI Mifthul Ulum,,,,-8.13692000006,111.98389
madrasah,madrasah,MI Swasta,sekolah,,,,-7.69539000035,112.87564
madrasah,madrasah,MI Swasta,Mi Al ittihadul islamiyah,,,,-6.93909999957,111.68808
madrasah,madrasah,MI Negeri,MIN Negeri 2 Mojokerto,,,,-7.50952999991,112.5649
madrasah,madrasah,MI Swasta,MI Tarbiyatun - Nasyiin 1,,,,-7.12069999961,113.53862
madrasah,madrasah,MI Swasta,Mi Tanwirul Ulum,,,,-8.13882000044,113.56957
madrasah,madrasah,MI Swasta,madrasah nurul hidayah,,,,-7.95649000001,113.87426
madrasah,madrasah,MTs Swasta,MTs Al-arief,,,,-7.22394000043,113.77521
madrasah,madrasah,MI Swasta,MIM Glinggangan,,,,-8.16023999988,111.06277
madrasah,madrasah,MI Swasta,MI MIFTAHUL ULUM,,,,-7.94245999963,113.93924
madrasah,madrasah,MTs Swasta,MTS MIFTAHUL ULUM,,,,-7.94294999974,113.93897
madrasah,madrasah,MI Swasta,MI,,,,-7.75933000008,112.89759
madrasah,madrasah,MI Swasta,MI Assunniyah Al hasaniyah,,,,-7.80939999961,113.51082
madrasah,madrasah,MTs Swasta,MTs.Thoriqul Huda,,,,-7.27179999967,112.6021
madrasah,madrasah,MTs Swasta,MTS sunan ampel,,,,-7.80924000033,113.51073
madrasah,madrasah,MI Swasta,MI Zainul Irsyad,,,,-7.80306999998,113.22846
madrasah,madrasah,MI Swasta,MI RADEN BAGUS,,,,-8.19519999958,112.69911
madrasah,madrasah,MI Swasta,MI Taman Pendidikan Islam,,,,-7.79395999985,112.11755
madrasah,madrasah,MI Swasta,MI darul arqom,,,,-7.53448000025,112.62149
madrasah,madrasah,MI Swasta,MI NURUL HUDA / YAYASAN KY. BUKHORI,,,,-8.12721000014,113.32544
madrasah,madrasah,MTs Swasta,Mts AL Ittihadul islamiyah,,,,-6.93937000033,111.6883
madrasah,madrasah,MTs Swasta,Mts Zainul Irsyad,,,,-7.80309,113.22847
madrasah,madrasah,MTs Swasta,MTS  AL MUKAROM,,,,-7.86554999983,111.40711
madrasah,madrasah,MTs Swasta,MTS BUSTANUL ABIDIN,,,,-7.72946000038,113.47215
madrasah,madrasah,MA Swasta,MA AL -MUKAROM,,,,-7.86556999986,111.40726
madrasah,madrasah,MI Swasta,MI almadinah,,,,-7.00532000012,114.01497
madrasah,madrasah,MI Swasta,MI Arohmani,,,,-7.03649000041,112.78953
madrasah,madrasah,MI Swasta,MI Miftahul Ulum Gredek,,,,-7.18513999991,112.52174
madrasah,madrasah,MI Swasta,MI miftahul islam,,,,-7.94202999958,113.48128
madrasah,madrasah,MI Swasta,Madrasah Darul Faizin,,,,-7.12231000011,112.94898
madrasah,madrasah,MI Swasta,MIM 17 SUMURAN,,,,-6.89611000008,112.32541
madrasah,madrasah,MI Swasta,MI MAMBAUL ULUM,,,,-8.01539000025,112.72095
madrasah,madrasah,MTs Negeri,MTs NEGERI 7 MALANG,,,,-8.01434000039,112.72206
madrasah,madrasah,MTs Swasta,Mts wadang,,,,-7.99809000015,111.21636
madrasah,madrasah,MTs Swasta,MTS almadinah,,,,-7.00528000007,114.01473
madrasah,madrasah,MTs Swasta,MTS ANNUR 1,,,,-8.08115000027,112.63925
madrasah,madrasah,MA Swasta,MA MAMBAUL ULUM,,,,-8.01512999995,112.72094
madrasah,madrasah,MI Swasta,MI MAMBAUL ULUM KALIACAR,,,,-7.85220000023,113.41633
madrasah,madrasah,MI Swasta,MI,,,,-7.74133000008,113.43818
madrasah,madrasah,MTs Swasta,MTs MAMBAUL ULUM KALIACAR,,,,-7.85206999963,113.41623
madrasah,madrasah,MI Swasta,Mi YKUI Sekargadung,,,,-7.00261999971,112.47233
madrasah,madrasah,MI Swasta,MI Nurul Huda Krenceng,,,,-8.04525999995,112.1954
madrasah,madrasah,MI Swasta,Infrastruktur 2,,,,-7.40013999966,112.56535
madrasah,madrasah,MI Swasta,mi al ihsan,,,,-7.55281000018,112.29951
madrasah,madrasah,MI Swasta,MI PPAI,,,,-8.02015999988,112.72503
madrasah,madrasah,MI Swasta,MI AL-KARIMI TEBUWUNG,,,,-6.98202999988,112.44119
madrasah,madrasah,MI Swasta,TPA,,,,-8.12555000003,111.47235
madrasah,madrasah,MI Swasta,LPI NURUL FALAH II,,,,-6.93948999956,113.47787
madrasah,madrasah,MI Swasta,MI muslimat NU 10,,,,-7.95086000029,112.69997
madrasah,madrasah,MI Swasta,MI Salafiyah Syafi`iyah,,,,-7.09521000044,114.01533
madrasah,madrasah,MTs Swasta,MTs AL-KARIMI,,,,-6.98176999959,112.44119
madrasah,madrasah,MTs Swasta,MTs Raudlatut Tholibin,,,,-8.17801999962,112.8365
madrasah,madrasah,MA Swasta,MA AL KARIMI,,,,-6.98137000003,112.4424
madrasah,madrasah,MI Swasta,MI Pancasila,,,,-7.50059999999,112.53059
madrasah,madrasah,MI Swasta,m.i,,,,-7.74412000014,112.99664
madrasah,madrasah,MI Swasta,MI miftshul huda,,,,-8.08207999999,111.68785
madrasah,madrasah,MTs Swasta,mts qoidatul marom,,,,-8.05192999997,111.86784
madrasah,madrasah,MA Swasta,MA AL - HIDAYAH,,,,-7.71165000015,112.79478
madrasah,madrasah,MA Swasta,MA Burhanul Hidayah,,,,-7.5150400004,112.65526
madrasah,madrasah,MI Swasta,sekolah mi,,,,-7.52687999961,112.31177
madrasah,madrasah,MTs Swasta,MTs Ibnu Husain,,,,-7.23259000003,112.75013
madrasah,madrasah,MTs Swasta,sekolah mts,,,,-7.52687999961,112.31177
madrasah,madrasah,MTs Swasta,Sekolah,,,,-7.69568999979,112.87392
madrasah,madrasah,MA Swasta,sekolah Ma,,,,-7.52687000005,112.31179
madrasah,madrasah,MTs Negeri,MTs NEGERI 2 PAMEKASAN,,,,-7.14905000026,113.48522
madrasah,madrasah,MTs Swasta,MTs Abu Syamsudin,,,,-7.23088999987,112.75125
madrasah,madrasah,MI Swasta,mi,,,,-7.76298000023,112.21305
madrasah,madrasah,MTs Swasta,Sekolahan,,,,-7.16358000032,111.6603
madrasah,madrasah,MTs Swasta,mts,,,,-7.76298000023,112.21307
madrasah,madrasah,MA Swasta,ma,,,,-7.76300999981,112.21311
madrasah,madrasah,MA Swasta,infrastruktur,,,,-7.60979999957,112.23842
madrasah,madrasah,MI Swasta,MI NURUL KHOIRIYAH,,,,-6.90111999999,112.14684
madrasah,madrasah,MI Swasta,MI Syariatut thullab,,,,-7.21130999986,113.33482
madrasah,madrasah,MI Swasta,MADRASAH DINIYAH QODISU,,,,-7.86222999961,112.64619
madrasah,madrasah,MI Swasta,MI ALMUTAQIN,,,,-7.1902600004,112.42292
madrasah,madrasah,MTs Swasta,mts miftahiyah yasi,,,,-7.15788000006,112.79805
madrasah,madrasah,MA Swasta,madrasah aliyah yasi,,,,-7.15792000011,112.79808
madrasah,madrasah,MI Swasta,MI Thoriqotul Huda,,,,-6.92650000037,111.91444
madrasah,madrasah,MI Swasta,MI Nurul Faidin,,,,-6.93250000007,114.04504
madrasah,madrasah,MI Swasta,Sekolah MI Tarbiyatul Hidayah,,,,-7.2678700001,112.56654
madrasah,madrasah,MI Swasta,MI Tarbiyatunnasyiin,,,,-7.59675000031,112.2491
madrasah,madrasah,MI Swasta,mi islamiyah pinggirsari,,,,-8.02444999987,111.93967
madrasah,madrasah,MTs Swasta,infrastruktur,,,,-7.61044000031,112.23956
madrasah,madrasah,MA Swasta,MA SUNAN AMPEL,,,,-7.65943000039,112.84248
madrasah,madrasah,MI Swasta,sekolah,,,,-7.61984999988,112.2215
madrasah,madrasah,MI Swasta,MI Nurul Iman,,,,-7.89961999986,112.58927
madrasah,madrasah,MI Swasta,batas 3,,,,-6.99343000039,113.19259
madrasah,madrasah,MI Swasta,Madrasah Mambaul Ulum,,,,-7.05554000027,113.00122
madrasah,madrasah,MTs Swasta,landmark 2,,,,-8.17521000044,111.11121
madrasah,madrasah,MTs Swasta,MTS,,,,-8.26515999993,112.73246
madrasah,madrasah,MTs Swasta,MTS. Mambaul Ulum,,,,-7.05509999977,113.00146
madrasah,madrasah,MA Swasta,MA diniyyah Ma`had Aly,,,,-7.5972999996,112.24889
madrasah,madrasah,MA Swasta,landmark 10,,,,-8.19379000021,111.10134
madrasah,madrasah,MA Swasta,MA,,,,-8.26526000005,112.73264
madrasah,madrasah,MA Swasta,Pondok Pesantren,,,,-7.26212000024,112.72846
madrasah,madrasah,MI Swasta,MADRASAH IBTIDAIYAH 5,,,,-7.91326000025,112.65717
madrasah,madrasah,MI Swasta,MI SYAFI`IYAH,,,,-7.57721000034,112.29806
madrasah,madrasah,MI Swasta,MI NURUL HUDA,,,,-8.29087000025,114.23893
madrasah,madrasah,MI Swasta,MI KH Abu Mansur,,,,-7.3072199999,112.66617
madrasah,madrasah,MI Swasta,MI Nurul Huda,,,,-7.83753000001,112.72185
madrasah,madrasah,MI Swasta,Infrastruktur,,,,-8.13603999995,112.29776
madrasah,madrasah,MI Swasta,madrasah,,,,-6.98245000037,112.49941
madrasah,madrasah,MTs Swasta,MTs Hidayatul Islam,,,,-7.20047999955,111.8896
madrasah,madrasah,MA Negeri,MAN 1 NGAWI,,,,-7.42509999957,111.4431
madrasah,madrasah,MA Swasta,MA Sunan Ampel,,,,-7.20040000036,111.88966
madrasah,madrasah,MI Swasta,MI darul mutaalimin,,,,-7.56137999969,112.07712
madrasah,madrasah,MI Swasta,MADIN ROUDLOTUL HIKMAH,,,,-7.61845000007,112.85762
madrasah,madrasah,MI Swasta,MADIN,,,,-7.61734000014,112.85735
madrasah,madrasah,MI Swasta,MADIN AL GHOFURY,,,,-7.61668000028,112.85771
madrasah,madrasah,MI Swasta,MI At Tauhidiyah,,,,-7.11810999978,114.77772
madrasah,madrasah,MTs Swasta,MTs darul mutaalimin,,,,-7.56135999966,112.07677
madrasah,madrasah,MA Swasta,MA darul mutaalimin,,,,-7.56137999969,112.07678
madrasah,madrasah,MI Swasta,MI,,,,-8.34908000014,112.74652
madrasah,madrasah,MI Swasta,MI MA`ARIF 09 Keting,,,,-8.24685000003,113.318
madrasah,madrasah,MI Swasta,sekolah Mi Pagutan,,,,-8.15299000009,111.16316
madrasah,madrasah,MI Negeri,MIN 2 PACITAN,,,,-8.18650999994,111.26563
madrasah,madrasah,MI Swasta,lembaga pendidikan,,,,-6.94405000031,112.997
madrasah,madrasah,MI Swasta,MI,,,,-7.09591999991,112.91954
madrasah,madrasah,MI Swasta,SEKOLAH,,,,-7.67819999993,112.99466
madrasah,madrasah,MI Swasta,MI Tarbiyatussibyan,,,,-7.81029000018,113.3151
madrasah,madrasah,MI Swasta,MI Nurul IHSAN,,,,-7.00351000029,113.38812
madrasah,madrasah,MI Swasta,MI nurul huda,,,,-6.93558999958,111.96893
madrasah,madrasah,MI Swasta,MI,,,,-7.99599000044,112.63927
madrasah,madrasah,MI Swasta,MI RIYADLUT THOLIBIN,,,,-8.23712000009,113.4721
madrasah,madrasah,MTs Swasta,sekolah,,,,-7.80924999989,113.77372
madrasah,madrasah,MTs Swasta,MTS,,,,-7.99599000044,112.63931
madrasah,madrasah,MTs Swasta,MTS,,,,-7.09577000019,112.91952
madrasah,madrasah,MI Negeri,sekolah MIN 2 bangkalan,,,,-7.15669999961,112.7957
madrasah,madrasah,MI Swasta,landmark 1,,,,-7.22610000021,112.66468
madrasah,madrasah,MI Swasta,sekolahan,,,,-7.18357999992,112.63754
madrasah,madrasah,MI Swasta,MI Al-Islah,,,,-7.15441000012,111.93145
madrasah,madrasah,MI Swasta,MI ISLAHUL UMAH,,,,-7.36731999972,112.78159
madrasah,madrasah,MA Swasta,MA TAHFIDZUL QURAN,,,,-8.44856999981,114.2277
madrasah,madrasah,MI Swasta,Madrasah Nurul Ulum,,,,-6.89992000041,113.00246
madrasah,madrasah,MI Swasta,sekolah,,,,-7.80926999991,113.77383
madrasah,madrasah,MI Swasta,mi,,,,-6.92556999976,113.53899
madrasah,madrasah,MI Swasta,MADARASAH IBTIDAIYAH,,,,-7.01880000032,112.29262
madrasah,madrasah,MTs Swasta,mts,,,,-7.09035000025,112.92218
madrasah,madrasah,MTs Swasta,MTS M 07 Nawangan,,,,-7.99528999963,111.18763
madrasah,madrasah,MTs Swasta,Madrasah Al Falahiyah,,,,-6.90072999999,113.00261
madrasah,madrasah,MA Swasta,MA,,,,-6.88886999985,111.8877
madrasah,madrasah,MA Swasta,KUA,,,,-8.28810999978,112.69085
madrasah,madrasah,MA Swasta,sekolah,,,,-7.80928999993,113.77379
madrasah,madrasah,MI Negeri,MIN 5 NGAWI,,,,-7.43151999975,111.37761
madrasah,madrasah,MI Swasta,MiM Siyotobagus,,,,-8.17591000035,111.76894
madrasah,madrasah,MI Swasta,MI. AL HIDAYAH,,,,-7.20149000026,113.93121
madrasah,madrasah,MI Swasta,MI tarbiyatul athfal,,,,-7.17060000029,112.10006
madrasah,madrasah,MTs Swasta,MTS SIRAJUT THALIBIN,,,,-7.90115000027,113.37222
madrasah,madrasah,MI Negeri,MIN 2 Bojonegoro,,,,-7.19308000004,111.9515
madrasah,madrasah,MI Swasta,yayasan Al Firdaus,,,,-7.90341999973,113.37156
madrasah,madrasah,MI Swasta,MI DARUL FALLAH,,,,-7.86468000018,111.35891
madrasah,madrasah,MI Swasta,Madrasah Ibtidaiyah,,,,-8.06465999976,112.02435
madrasah,madrasah,MTs Swasta,yayasan Al firdaus,,,,-7.90363000042,113.37121
madrasah,madrasah,MA Swasta,MA SIRAJUT THALIBIN,,,,-7.90115000027,113.37222
madrasah,madrasah,MA Swasta,MA Syekh Abdurrahman,,,,-7.18072000023,113.50954
madrasah,madrasah,MA Swasta,MA -SA DARUL ISTIQOMAH,,,,-7.17309,112.10181
madrasah,madrasah,MI Swasta,MI miftahul jannah,,,,-7.78449000021,112.88578
madrasah,madrasah,MI Swasta,Pendidikan,,,,-7.14940000021,112.51791
madrasah,madrasah,MI Swasta,MI SIRAJUT THALIBIN,,,,-7.9008299999,113.37219
madrasah,madrasah,MI Swasta,MU TANWIRUL AFKAR,,,,-7.16609999962,112.09151
madrasah,madrasah,MI Swasta,mi guppi sedayu 2,,,,-8.12916000013,111.1174
madrasah,madrasah,MI Swasta,MI Miftahul Khoir,,,,-7.76200999956,113.48424
madrasah,madrasah,MI Swasta,Sekolah,,,,-7.07013999996,113.71176
madrasah,madrasah,MTs Swasta,Pendidikan,,,,-7.14944000026,112.51797
madrasah,madrasah,MTs Swasta,MTs Miftahul Khoir,,,,-7.76132000012,113.48437
madrasah,madrasah,MI Swasta,Sekolah MI,,,,-8.01131999962,112.34622
madrasah,madrasah,MI Swasta,MI swasta,,,,-7.85224000028,112.84075
madrasah,madrasah,MI Swasta,MI NURUL ANWAR,,,,-6.99120000008,113.9853
madrasah,madrasah,MI Swasta,mi.gelang,,,,-7.77595999985,111.52459
madrasah,madrasah,MTs Swasta,MTs NURUL ANWAR,,,,-6.9911699996,113.98509
madrasah,madrasah,MTs Swasta,MTS,,,,-7.17274999961,112.39853
madrasah,madrasah,MI Swasta,madrasah miftahul ulum takmiliyah,,,,-7.15404999971,113.46874
madrasah,madrasah,MI Swasta,MI Darul Musyawirin,,,,-6.94590000018,115.87306
madrasah,madrasah,MI Swasta,MI AL-INRON,,,,-7.09259999969,113.67248
madrasah,madrasah,MI Swasta,SD.  Al istiqomah,,,,-7.2125199999,112.73591
madrasah,madrasah,MI Swasta,Mi raudatul jannah,,,,-7.98085000013,113.89093
madrasah,madrasah,MTs Swasta,Ponpest. Darul Musyawirien,,,,-6.94541999963,115.87264
madrasah,madrasah,MTs Swasta,MADRASAH TSANAWIYAH,,,,-8.17179000011,110.97365
madrasah,madrasah,MA Swasta,MADRASAH ALIYAH,,,,-8.17173000004,110.9736
madrasah,madrasah,MI Swasta,MI Roudhotul mutaallimin,,,,-8.07932999998,113.41722
madrasah,madrasah,MI Swasta,MI Wali Songo,,,,-7.00478999996,113.38322
madrasah,madrasah,MI Swasta,madrasah Assa`adah,,,,-6.95002000042,112.88752
madrasah,madrasah,MTs Swasta,mts Roudhotul mutaallimin,,,,-8.07941000007,113.41687
madrasah,madrasah,MTs Swasta,MTS WALISONGO,,,,-7.00472999989,113.38323
madrasah,madrasah,MA Swasta,MA Roudhotul mutaallimin,,,,-8.07943999966,113.41707
madrasah,madrasah,MA Swasta,SMAI Wali Songo,,,,-7.00522999956,113.38355
madrasah,madrasah,MI Swasta,mi,,,,-8.1056099996,112.24817
madrasah,madrasah,MI Swasta,MI ISLAMIYAH GUPPI,,,,-6.99935,112.35611
madrasah,madrasah,MI Swasta,MI NURUL HUDA,,,,-8.12249000011,112.14162
madrasah,madrasah,MI Swasta,mi guppi sedayu 1,,,,-8.09778000005,111.11394
madrasah,madrasah,MI Swasta,MI.Miftahul Huda Centong 2,,,,-8.10262999977,112.23646
madrasah,madrasah,MI Swasta,madrasah Tanwirul Afkar,,,,-6.95682000014,112.89711
madrasah,madrasah,MTs Swasta,MTS Bustanul Ulum,,,,-8.23880999978,113.27879
madrasah,madrasah,MTs Swasta,mts ma`arif 12 sedayu,,,,-8.09827999972,111.11376
